1,1023
2,1023
3,1023
4,1023
5,1023
6,1023
7,605
8,0
9,857
10,779
11,0
12,581
13,594
14,195
15,0
16,437
17,993
18,812
19,138
20,372
21,1023
22,855
23,109
24,109
25,109
26,108
27,108
