1,0
2,0
3,0
4,0
5,0
6,152
7,253
8,535
9,658
10,636
11,954
12,958
13,410
14,122
15,0
16,0
17,76
18,583
19,1020
20,1020
21,895
22,459
23,10
24,0
25,0
26,225
27,920
28,1023
29,953
30,520
31,74
32,0
33,1
34,635
35,1023
36,1004
37,389
38,0
39,0
40,0
41,0
